Real, Estimate, Est_Uncert, Gain, Measurement, Meas_Uncert
23, 23.377566872081022, 0.09803921568627452, 0.032679738562091505, 23.29044483908166, 3
23, 23.255284158489793, 0.09493670886075951, 0.03164556962025317, 19.513433122598226, 3
23, 23.186873187773102, 0.09202453987730062, 0.030674846625766878, 21.025086513125657, 3
23, 23.27244692654969, 0.0892857142857143, 0.029761904761904767, 26.062150810666513, 3
23, 23.285476142051184, 0.08670520231213874, 0.028901734104046246, 23.72325778290139, 3
23, 23.337474060645995, 0.08426966292134833, 0.02808988764044944, 25.136602044026507, 3
23, 23.263236825918852, 0.0819672131147541, 0.027322404371584702, 20.62039126963261, 3
23, 23.195699197511672, 0.07978723404255321, 0.026595744680851068, 20.723821997808848, 3
23, 23.19470375968732, 0.07772020725388602, 0.025906735751295342, 23.157275297491804, 3
23, 23.262858808221235, 0.07575757575757576, 0.02525252525252526, 25.893643681630337, 3
23, 23.189748841794238, 0.07389162561576355, 0.024630541871921183, 20.29459417128519, 3
23, 23.177428623789826, 0.07211538461538462, 0.024038461538461543, 22.67722777281064, 3
23, 23.242602949221983, 0.07042253521126761, 0.02347417840375587, 25.953854887199768, 3
23, 23.202299533392402, 0.06880733944954129, 0.022935779816513763, 21.485374019052276, 3
23, 23.159942287556067, 0.0672645739910314, 0.02242152466367713, 21.313166369091846, 3
23, 23.09045608712425, 0.06578947368421054, 0.021929824561403514, 19.991371547865235, 3
23, 23.038058347483613, 0.06437768240343349, 0.021459227467811162, 20.648721419870583, 3
23, 23.100548061285092, 0.06302521008403363, 0.02100840336134454, 26.012568724434008, 3
23, 23.102892344152078, 0.061728395061728406, 0.020576131687242802, 23.214480208620678, 3
23, 23.0916755389737, 0.060483870967741944, 0.020161290322580648, 22.54653880730452, 3
23, 23.06840958997798, 0.059288537549407126, 0.019762845849802375, 21.914418519790217, 3
23, 23.08061810598311, 0.058139534883720936, 0.019379844961240313, 23.698369015842808, 3
23, 22.999291581705425, 0.057034220532319393, 0.019011406844106467, 18.802842928976826, 3
23, 23.047345198128983, 0.055970149253731345, 0.01865671641791045, 25.574965422008155, 3
23, 23.014854807181326, 0.054945054945054944, 0.018315018315018316, 21.27336985238683, 3
23, 23.027176527748477, 0.0539568345323741, 0.017985611510791366, 23.69994247071499, 3
23, 23.03036805913521, 0.05300353356890459, 0.017667844522968195, 23.207817204237514, 3
23, 22.99154688162261, 0.05208333333333333, 0.01736111111111111, 20.794268234409437, 3
23, 23.051958415256568, 0.05119453924914675, 0.01706484641638225, 26.53166275257244, 3
23, 23.0568484597884, 0.05033557046979865, 0.016778523489932883, 23.34340506935387, 3
23, 23.137203666073656, 0.04950495049504949, 0.0165016501650165, 27.92637396067491, 3
23, 23.038857805133713, 0.04870129870129869, 0.01623376623376623, 17.079098632173185, 3
23, 23.076136933140223, 0.04792332268370606, 0.015974440894568686, 25.372531218341283, 3
23, 23.093723929206142, 0.047169811320754707, 0.01572327044025157, 24.19466988293279, 3
23, 23.124295655382124, 0.04643962848297213, 0.015479876160990709, 25.068657440174455, 3
23, 23.1406982982469, 0.04573170731707316, 0.015243902439024388, 24.200309027311484, 3
23, 23.173379861390426, 0.045045045045045036, 0.015015015015015011, 25.31729040360582, 3
23, 23.23317888137917, 0.04437869822485206, 0.014792899408284021, 27.215793612629632, 3
23, 23.227741806046193, 0.04373177842565597, 0.014577259475218655, 22.86019551353687, 3
23, 23.106638187375555, 0.04310344827586206, 0.01436781609195402, 14.798929946569842, 3
23, 23.154124457356335, 0.04249291784702548, 0.014164305949008495, 26.4591688480187, 3
23, 23.083564103953748, 0.041899441340782106, 0.013966480446927368, 18.102003153730966, 3
23, 23.071128699376093, 0.04132231404958676, 0.013774104683195587, 22.18075373161596, 3
23, 23.099003118193128, 0.04076086956521737, 0.013586956521739123, 25.122685924309966, 3
23, 23.11474423058136, 0.040214477211796225, 0.013404825737265409, 24.273290102355077, 3
23, 23.05426824716909, 0.03968253968253966, 0.013227513227513222, 18.54275988461397, 3
23, 23.04305291722604, 0.03916449086161878, 0.013054830287206259, 22.19517397353136, 3
23, 23.063737503050525, 0.03865979381443297, 0.012886597938144322, 24.648176777206324, 3
23, 23.014403831329677, 0.03816793893129769, 0.012722646310432564, 19.186110905791963, 3
23, 23.020961553485886, 0.03768844221105526, 0.012562814070351752, 23.53639851496381, 3
